0,0.8935220241546631,10,2
1,1.7779769897460938,10,2
2,0.7666854858398438,2.0,1
3,1.886087417602539,10,2
4,1.1720013618469238,10,2
5,1.3709580898284912,10,2
6,0.6033799648284912,13.0,4
7,0.8473553657531738,10.0,1
8,1.1307294368743896,10,2
9,0.2676382064819336,10.0,1
10,0.3690464496612549,2.0,1
11,0.02732396125793457,15.0,4
12,0.8388707637786865,10,2
13,0.017572879791259766,18.0,4
14,0.027521848678588867,17.0,4
15,1.2031121253967285,10,2
16,0.24315237998962402,2.0,1
17,1.3124303817749023,10,2
18,0.24808931350708008,8.0,1
19,0.026569604873657227,14.0,4
20,1.1287765502929688,10,2
21,0.03397989273071289,11.5,4
22,0.2266993522644043,10,2
23,0.2823958396911621,8.5,1
24,0.23221635818481445,8.0,1
25,0.5202853679656982,6.0,1
26,1.5058989524841309,10,2
27,0.03613901138305664,13.5,4
28,0.0243985652923584,18.5,4
29,0.021234989166259766,12.0,4
30,0.19841241836547852,4.0,1
31,0.259920597076416,6.0,1
32,1.565441608428955,10,2
33,0.17687010765075684,8.0,1
34,1.1181747913360596,10,2
35,0.12376904487609863,8.0,1
36,0.41043567657470703,2.0,1
37,0.7481114864349365,6.0,1
38,1.110314130783081,10.0,1
39,0.5891437530517578,10,2
40,0.6584610939025879,6.0,1
41,0.029075145721435547,12.5,4
42,0.8252356052398682,4.0,1
43,0.4747192859649658,6.0,1
44,0.03524971008300781,12.0,4
45,0.46724486351013184,4.0,1
46,0.0179443359375,16.0,4
47,1.5226995944976807,10,2
48,0.5487077236175537,10,2
49,0.29987573623657227,10,2
50,0.23734402656555176,4.0,1
51,0.9015848636627197,10,2
52,0.4507875442504883,10,2
53,0.4521918296813965,10,2
54,0.3387339115142822,8.0,1
55,0.32390570640563965,10,2
56,0.46780920028686523,10,2
57,0.3915855884552002,10,2
58,0.6075198650360107,10,2
59,0.018615245819091797,12.5,4
60,0.28983640670776367,2.0,1
61,0.03423500061035156,12.0,4
62,0.21294283866882324,6.0,1
63,0.025656938552856445,13.0,4
64,0.4521300792694092,10,2
65,0.18150854110717773,6.0,1
66,0.0157473087310791,13.0,4
67,0.7337052822113037,4.0,1
68,0.5009119510650635,10,2
69,0.03911733627319336,11.0,4
70,0.44536709785461426,10,2
71,0.06927871704101562,12.5,4
72,0.26279354095458984,10,2
73,0.02523326873779297,25.5,4
74,0.015688657760620117,15.5,4
75,0.1666100025177002,10.0,1
76,0.0304563045501709,16.0,4
77,0.7685189247131348,10,2
78,0.3359997272491455,10,2
79,0.2607276439666748,8.0,1
80,0.37820887565612793,10.0,1
81,0.28598618507385254,6.0,1
82,0.03360486030578613,11.0,4
83,0.2871870994567871,6.0,1
84,0.02286696434020996,15.5,4
85,0.02148747444152832,21.0,4
86,0.02533125877380371,13.0,4
87,0.41715145111083984,10,2
88,0.040938615798950195,17.0,4
89,1.3361961841583252,10,2
90,0.2315044403076172,2.0,1
91,0.5691916942596436,10,2
92,0.5627284049987793,4.0,1
93,0.03430485725402832,12.0,4
94,0.1643238067626953,6.0,1
95,0.31859779357910156,10,2
96,0.00754857063293457,17.5,4
97,0.6105747222900391,10,2
98,0.40708208084106445,8.0,1
99,0.14671039581298828,6.0,1
100,0.49617958068847656,10,2
